
02:14:18.215| ====== starting level 1: 'levels/maps/mainmenu'  ======

02:14:32.729| ====== starting level 2: 'levels/maps/hangar'  ======
02:15:24.472| ====== TestDrive started ======
02:15:27.343| Damage. Victim: Cabin_Bell_Uh1_Oracle, attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.94 DMG_ENERGY|CONTINUOUS
02:57:54.481| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 18.43 DMG_DIRECT
02:57:54.578| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 5.15 DMG_FLAME|CONTINUOUS
02:57:54.613| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 12.28 DMG_DIRECT|HUD_IMPORTANT
02:57:54.661| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 0 [_ZeRon_].
02:57:54.661| Score:		player:  1,		nick:              roywee,		Got:   6,		reason: PART_DETACH
02:57:54.662| Score:		player:  0,		nick:             _ZeRon_,		Got:  27,		reason: PART_DETACH
02:57:54.662| Score:		player:  0,		nick:             _ZeRon_,		Got:   1,		reason: PART_DETACH
02:57:54.662| Score:		player:  7,		nick:        vikuwaroff09,		Got:   1,		reason: PART_DETACH
02:57:54.666| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 41.20 DMG_DIRECT
02:57:54.666| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 13.41 DMG_DIRECT|HUD_IMPORTANT
02:57:54.711| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 12.28 DMG_DIRECT
02:57:54.711| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 4.00 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:57:54.839| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 42.17 DMG_FLAME|CONTINUOUS
02:57:54.840| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 24.57 DMG_DIRECT
02:57:54.919| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 24.57 DMG_DIRECT
02:57:54.920| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 5.77 DMG_FLAME|CONTINUOUS
02:57:54.920| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 14.25 DMG_DIRECT|HUD_IMPORTANT
02:57:54.920| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 66.49 DMG_DIRECT
02:57:55.008| Score:		player:  2,		nick:              JatNaM,		Got:   5,		reason: PART_DETACH
02:57:55.013| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 4.65 DMG_FLAME|CONTINUOUS
02:57:55.013| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 36.85 DMG_DIRECT
02:57:55.214| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 4.25 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:57:55.268| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 64.41 DMG_DIRECT
02:57:55.268| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 52.07 DMG_DIRECT|HUD_IMPORTANT
02:57:55.396| Score:		player:  2,		nick:              JatNaM,		Got:   2,		reason: PART_DETACH
02:57:55.400| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 7.01 DMG_DIRECT
02:57:55.400| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 5.28 DMG_DIRECT|HUD_IMPORTANT
02:57:55.443| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 51.86 DMG_FLAME|CONTINUOUS
02:57:55.443| Damage. Victim: _ZeRon_             , attacker: JatNaM              , weapon 'CarPart_Gun_Carabine', damage: 12.28 DMG_DIRECT
02:57:55.538| Score:		player:  0,		nick:             _ZeRon_,		Got:   1,		reason: PART_DETACH
02:57:55.538| Score:		player:  7,		nick:        vikuwaroff09,		Got:   1,		reason: PART_DETACH
02:57:55.542| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 83.22 DMG_DIRECT
02:57:55.584| Damage. Victim: Alec                , attacker: That_guyfire        , weapon 'CarPart_Gun_Missile_3x_Front_epic', damage: 90.89 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:57:55.584| Kill. Victim: Alec                 killer: That_guyfire        
02:57:55.584| 	 assist by JatNaM               weapon: 'CarPart_Gun_Carabine', 17.98 sec ago, damage: 298.32 DMG_DIRECT|HUD_IMPORTANT
02:57:55.584| 	 assist by That_guyfire         weapon: 'CarPart_Gun_Missile_3x_Front_epic', 0.00 sec ago, damage: 2291.65 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:57:55.584| 	 assist by That_guyfire         weapon: 'CarPart_ChassisBase2x6', 14.02 sec ago, damage: 31.46 DMG_COLLISION|CONTACT
02:57:55.584| 	 assist by That_guyfire         weapon: 'Cabin_Tribal_Hog', 4.89 sec ago, damage: 764.54 DMG_COLLISION|HUD_IMPORTANT|CONTACT
02:57:55.584| Score:		player:  2,		nick:              JatNaM,		Got:   4,		reason: PART_DETACH
02:57:55.584| Score:		player:  3,		nick:        That_guyfire,		Got:   7,		reason: PART_DETACH
02:57:55.584| Score:		player:  3,		nick:        That_guyfire,		Got:   1,		reason: PART_DETACH
02:57:55.584| Score:		player:  3,		nick:        That_guyfire,		Got:  15,		reason: PART_DETACH
02:57:55.584| Score:		player:  2,		nick:              JatNaM,		Got:   1,		reason: PART_DETACH
02:57:55.584| Score:		player:  3,		nick:        That_guyfire,		Got:   1,		reason: PART_DETACH
02:57:55.584| Score:		player:  2,		nick:              JatNaM,		Got:   1,		reason: PART_DETACH
02:57:55.584| Score:		player:  2,		nick:              JatNaM,		Got:   1,		reason: PART_DETACH
02:57:55.584| Score:		player:  3,		nick:        That_guyfire,		Got:   1,		reason: PART_DETACH
02:57:55.585| Score:		player:  2,		nick:              JatNaM,		Got:   1,		reason: PART_DETACH
02:57:55.585| Score:		player:  3,		nick:        That_guyfire,		Got:  19,		reason: PART_DETACH
02:57:55.585| Score:		player:  2,		nick:              JatNaM,		Got:   6,		reason: PART_DETACH
02:57:55.585| Score:		player:  3,		nick:        That_guyfire,		Got:   1,		reason: PART_DETACH
02:57:55.585| Score:		player:  2,		nick:              JatNaM,		Got:   3,		reason: PART_DETACH
02:57:55.585| Score:		player:  2,		nick:              JatNaM,		Got:   2,		reason: PART_DETACH
02:57:55.585| Score:		player:  3,		nick:        That_guyfire,		Got: 311,		reason: PART_DETACH
02:57:55.585| Score:		player:  3,		nick:        That_guyfire,		Got: 132,		reason: KILL
02:57:55.585| Stripe 'PvpAssist' value increased by 1 for player 2 [JatNaM].
02:57:55.585| Stripe 'PvpSpecialEpicKill' value increased by 1 for player 2 [JatNaM].
02:57:55.585| Stripe 'PvpRocketEpicKill' value increased by 1 for player 3 [That_guyfire].
02:57:55.585| Stripe 'PvpMeleeEpicKill' value increased by 1 for player 3 [That_guyfire].
02:57:55.699| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 1 [roywee].
02:57:55.699| Score:		player:  1,		nick:              roywee,		Got:   9,		reason: PART_DETACH
02:57:55.699| Score:		player:  7,		nick:        vikuwaroff09,		Got:  24,		reason: PART_DETACH
02:57:55.703| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 4.50 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:57:55.750| Score:		player:  1,		nick:              roywee,		Got:   3,		reason: PART_DETACH
02:57:55.801| Damage. Victim: JatNaM              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 46.11 DMG_FLAME|CONTINUOUS
02:57:55.801| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 20.21 DMG_DIRECT|HUD_IMPORTANT
02:57:55.801| Damage. Victim: JatNaM              , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 12.95 DMG_DIRECT
02:57:55.802| Kill. Victim: JatNaM               killer: _ZeRon_             
02:57:55.802| 	 assist by Alec                 weapon: 'CarPart_Gun_Minigun_Legend', 13.44 sec ago, damage: 78.06 DMG_DIRECT|HUD_IMPORTANT
02:57:55.802| 	 assist by Alec                 weapon: 'CarPart_Gun_CannonMinigun_legend', 12.29 sec ago, damage: 465.25 DMG_DIRECT|HUD_IMPORTANT
02:57:55.802| 	 assist by Ethan                weapon: 'CarPart_Gun_BigCannon_EX_rare', 26.73 sec ago, damage: 181.17 DMG_DIRECT|IGNORE_DAMAGE_SCALE
02:57:55.802| 	 assist by roywee               weapon: 'CarPart_Gun_Catapult', 0.03 sec ago, damage: 842.97 DMG_BLAST|IGNORE_DAMAGE_SCALE|CONTINUOUS|HUD_IMPORTANT
02:57:55.802| 	 assist by vikuwaroff09         weapon: 'CarPart_kamikazeDroneDeployer', 8.01 sec ago, damage: 451.50 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT|CONTACT
02:57:55.802| 	 assist by _ZeRon_              weapon: 'CarPart_Gun_Shotgun_rare', 0.00 sec ago, damage: 784.07 DMG_DIRECT|HUD_IMPORTANT
02:57:55.802| 	 assist by _ZeRon_              weapon: 'CarPart_BladeWing_double', 3.09 sec ago, damage: 88.00 DMG_COLLISION|CONTACT
02:57:55.802| 	 assist by vikuwaroff09         weapon: 'CarPart_kamikazeDroneDeployer', 1.56 sec ago, damage: 659.98 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:57:55.802| 	 assist by vikuwaroff09         weapon: 'CarPart_PowerGiver_rare', 1.56 sec ago, damage: 272.97 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:57:55.802| Score:		player:  7,		nick:        vikuwaroff09,		Got:   1,		reason: PART_DETACH
02:57:55.802| Score:		player:  1,		nick:              roywee,		Got:   4,		reason: PART_DETACH
02:57:55.802| Score:		player: 23,		nick:                Alec,		Got:   2,		reason: PART_DETACH
02:57:55.802| Score:		player:  7,		nick:        vikuwaroff09,		Got:   1,		reason: PART_DETACH
02:57:55.802| Score:		player:  7,		nick:        vikuwaroff09,		Got:   1,		reason: PART_DETACH
02:57:55.802| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:57:55.802| Score:		player:  1,		nick:              roywee,		Got:   2,		reason: PART_DETACH
02:57:55.802| Score:		player:  1,		nick:              roywee,		Got:   2,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   2,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   3,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   3,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   8,		reason: PART_DETACH
02:57:55.803| Score:		player: 23,		nick:                Alec,		Got:  10,		reason: PART_DETACH
02:57:55.803| Score:		player:  0,		nick:             _ZeRon_,		Got:   9,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   8,		reason: PART_DETACH
02:57:55.803| Score:		player:  0,		nick:             _ZeRon_,		Got:  17,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   2,		reason: PART_DETACH
02:57:55.803| Score:		player:  7,		nick:        vikuwaroff09,		Got:  13,		reason: PART_DETACH
02:57:55.803| Score:		player:  0,		nick:             _ZeRon_,		Got:   7,		reason: PART_DETACH
02:57:55.803| Score:		player: 16,		nick:               Ethan,		Got:   2,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   3,		reason: PART_DETACH
02:57:55.803| Score:		player:  7,		nick:        vikuwaroff09,		Got:   9,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:57:55.803| Score:		player:  7,		nick:        vikuwaroff09,		Got:   1,		reason: PART_DETACH
02:57:55.803| Score:		player:  7,		nick:        vikuwaroff09,		Got:   1,		reason: PART_DETACH
02:57:55.803| Score:		player: 23,		nick:                Alec,		Got:   4,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   3,		reason: PART_DETACH
02:57:55.803| Score:		player:  7,		nick:        vikuwaroff09,		Got:   3,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:   4,		reason: PART_DETACH
02:57:55.803| Score:		player:  0,		nick:             _ZeRon_,		Got:   3,		reason: PART_DETACH
02:57:55.803| Score:		player:  7,		nick:        vikuwaroff09,		Got:  17,		reason: PART_DETACH
02:57:55.803| Score:		player: 23,		nick:                Alec,		Got:  10,		reason: PART_DETACH
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:  10,		reason: PART_DETACH
02:57:55.803| Score:		player:  7,		nick:        vikuwaroff09,		Got:  75,		reason: PART_DETACH
02:57:55.803| Score:		player:  0,		nick:             _ZeRon_,		Got:  47,		reason: PART_DETACH
02:57:55.803| Score:		player: 23,		nick:                Alec,		Got:  14,		reason: KILL
02:57:55.803| Score:		player:  1,		nick:              roywee,		Got:  10,		reason: KILL
02:57:55.803| Score:		player:  7,		nick:        vikuwaroff09,		Got:  67,		reason: KILL
02:57:55.803| Score:		player:  0,		nick:             _ZeRon_,		Got:  57,		reason: KILL
02:57:55.803| Stripe 'PvpAssist' value increased by 1 for player 23 [Alec].
02:57:55.803| Stripe 'PvpMachinegunLegendaryKill' value increased by 1 for player 23 [Alec].
02:57:55.803| Stripe 'PvpAssist' value increased by 1 for player 16 [Ethan].
02:57:55.803| Stripe 'PvpCannonRareKill' value increased by 1 for player 16 [Ethan].
02:57:55.803| Stripe 'PvpAssist' value increased by 1 for player 1 [roywee].
02:57:55.803| Stripe 'PvpFireEpicKill' value increased by 1 for player 1 [roywee].
02:57:55.803| Stripe 'PvpAssist' value increased by 1 for player 7 [vikuwaroff09].
02:57:55.803| Stripe 'PvpCompanionEpicKill' value increased by 1 for player 7 [vikuwaroff09].
02:57:55.803| Stripe 'PvpShotgunRareKill' value increased by 1 for player 0 [_ZeRon_].
02:57:55.804| Stripe 'PvpMeleeCommonKill' value increased by 1 for player 0 [_ZeRon_].
02:57:55.835| Score:		player:  3,		nick:        That_guyfire,		Got:   2,		reason: PART_DETACH
02:57:55.836| Damage. Victim: James               , attacker: That_guyfire        , weapon 'CarPart_Gun_Missile_3x_Front_epic', damage: 544.33 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:57:59.146| Score:		player: 23,		nick:                Alec,		Got:   1,		reason: PART_DETACH
02:57:59.146| Score:		player: 23,		nick:                Alec,		Got:   2,		reason: PART_DETACH
02:57:59.146| Score:		player: 19,		nick:               James,		Got:   1,		reason: PART_DETACH
02:57:59.146| Score:		player: 19,		nick:               James,		Got:   2,		reason: PART_DETACH
02:57:59.147| Stripe 'PvpDestroyDetailsVeryRare' value increased by 1 for player 19 [James].
02:57:59.147| Score:		player: 19,		nick:               James,		Got:  26,		reason: PART_DETACH
02:57:59.147| Score:		player: 19,		nick:               James,		Got:   2,		reason: PART_DETACH
02:57:59.148| Score:		player: 19,		nick:               James,		Got:   1,		reason: PART_DETACH
02:57:59.148| Score:		player: 19,		nick:               James,		Got:   3,		reason: PART_DETACH
02:57:59.148| Score:		player: 19,		nick:               James,		Got:   2,		reason: PART_DETACH
02:57:59.149| Damage. Victim: That_guyfire        , attacker: James               , weapon 'CarPart_Gun_BigCannon_EX_rare', damage: 373.33 DMG_DIRECT|IGNORE_DAMAGE_SCALE
02:57:59.149| Damage. Victim: That_guyfire        , attacker: James               , weapon 'CarPart_Gun_BigCannon_EX_rare', damage: 5.75 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:58:01.999| Score:		player:  2,		nick:              JatNaM,		Got:   1,		reason: PART_DETACH
02:58:01.999| Score:		player:  3,		nick:        That_guyfire,		Got:   7,		reason: PART_DETACH
02:58:02.000| Damage. Victim: roywee              , attacker: That_guyfire        , weapon 'CarPart_Gun_Missile_3x_Front_epic', damage: 399.86 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:58:02.000| Damage. Victim: roywee              , attacker: That_guyfire        , weapon 'CarPart_Gun_Missile_3x_Front_epic', damage: 15.70 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:58:02.063| Score:		player:  3,		nick:        That_guyfire,		Got:   2,		reason: PART_DETACH
02:58:02.063| Score:		player:  3,		nick:        That_guyfire,		Got:   2,		reason: PART_DETACH
02:58:02.064| Damage. Victim: roywee              , attacker: That_guyfire        , weapon 'CarPart_Gun_Missile_3x_Front_epic', damage: 251.91 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:58:02.176| Score:		player:  3,		nick:        That_guyfire,		Got:   2,		reason: PART_DETACH
02:58:02.176| Score:		player:  3,		nick:        That_guyfire,		Got:   7,		reason: PART_DETACH
02:58:02.177| Stripe 'PvpDestroyDetailsVeryRare' value increased by 1 for player 3 [That_guyfire].
02:58:02.177| Score:		player:  2,		nick:              JatNaM,		Got:   1,		reason: PART_DETACH
02:58:02.177| Score:		player:  3,		nick:        That_guyfire,		Got:  24,		reason: PART_DETACH
02:58:02.179| Damage. Victim: roywee              , attacker: That_guyfire        , weapon 'CarPart_Gun_Missile_3x_Front_epic', damage: 471.45 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:58:02.179| Damage. Victim: roywee              , attacker: That_guyfire        , weapon 'CarPart_Gun_Missile_3x_Front_epic', damage: 5.39 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:58:02.656| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 77.89 DMG_DIRECT|HUD_IMPORTANT
02:58:02.656| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 3.56 DMG_DIRECT
02:58:02.734| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 2.50 DMG_FLAME|CONTINUOUS
02:58:02.895| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 91.06 DMG_DIRECT|HUD_IMPORTANT
02:58:03.168| Score:		player:  0,		nick:             _ZeRon_,		Got:   2,		reason: PART_DETACH
02:58:03.170| Damage. Victim: roywee              , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 2.75 DMG_FLAME|CONTINUOUS
02:58:03.170| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 16.77 DMG_DIRECT
02:58:03.171| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 76.22 DMG_DIRECT|HUD_IMPORTANT
02:58:03.280| Score:		player:  3,		nick:        That_guyfire,		Got:   2,		reason: PART_DETACH
02:58:03.280| Score:		player:  3,		nick:        That_guyfire,		Got:  33,		reason: PART_DETACH
02:58:03.339| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Structure_CyberEast_NoseCut_01', damage: 88.40 DMG_COLLISION|HUD_IMPORTANT|CONTACT
02:58:03.339| Damage. Victim: _ZeRon_             , attacker: That_guyfire        , weapon 'Cabin_Tribal_Hog', damage: 122.00 DMG_COLLISION|CONTACT
02:58:03.441| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 19.34 DMG_DIRECT
02:58:03.569| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 16.01 DMG_DIRECT|HUD_IMPORTANT
02:58:03.569| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 8.38 DMG_DIRECT
02:58:04.610| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 68.60 DMG_DIRECT|HUD_IMPORTANT
02:58:04.635| Damage. Victim: That_guyfire        , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 7.05 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:04.635| Damage. Victim: That_guyfire        , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 85.50 DMG_FLAME|CONTINUOUS
02:58:04.700| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 25.15 DMG_DIRECT|HUD_IMPORTANT
02:58:04.794| Damage. Victim: vikuwaroff09:Cabin_Kamikaze_Companion, attacker: vikuwaroff09        , weapon 'n/a', damage: 112.00 DMG_GENERIC|IGNORE_DAMAGE_SCALE|SUICIDE
02:58:04.794| Kill. Victim: vikuwaroff09:Cabin_Kamikaze_Companion killer: n/a                 
02:58:04.794| 	 assist by vikuwaroff09         weapon: 'n/a', 0.00 sec ago, damage: 112.00 DMG_GENERIC|IGNORE_DAMAGE_SCALE|SUICIDE
02:58:04.796| Score:		player:  7,		nick:        vikuwaroff09,		Got:   1,		reason: PART_DETACH
02:58:04.796| Score:		player: 23,		nick:                Alec,		Got:   1,		reason: PART_DETACH
02:58:04.805| Damage. Victim: That_guyfire        , attacker: vikuwaroff09        , weapon 'CarPart_kamikazeDroneDeployer', damage: 469.34 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:58:04.955| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 25.15 DMG_DIRECT|HUD_IMPORTANT
02:58:04.955| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 55.34 DMG_DIRECT
02:58:04.990| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 25.15 DMG_DIRECT|HUD_IMPORTANT
02:58:05.105| Score:		player:  0,		nick:             _ZeRon_,		Got:   1,		reason: PART_DETACH
02:58:05.105| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:58:05.146| Damage. Victim: That_guyfire        , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 49.06 DMG_FLAME|CONTINUOUS
02:58:05.146| Damage. Victim: That_guyfire        , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 5.25 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:05.213| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 27.44 DMG_DIRECT|HUD_IMPORTANT
02:58:05.213| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 55.34 DMG_DIRECT
02:58:05.289| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 27.44 DMG_DIRECT|HUD_IMPORTANT
02:58:05.376| Damage. Victim: That_guyfire        , attacker: roywee              , weapon 'CarPart_Gun_Catapult', damage: 2.75 DMG_FLAME|CONTINUOUS
02:58:05.480| Damage. Victim: That_guyfire        , attacker: _ZeRon_             , weapon 'CarPart_Gun_Shotgun_rare', damage: 26.83 DMG_DIRECT|HUD_IMPORTANT
02:58:05.480| Kill. Victim: That_guyfire         killer: _ZeRon_             
02:58:05.480| 	 assist by Alec                 weapon: 'CarPart_Gun_Minigun_Legend', 46.50 sec ago, damage: 123.79 DMG_DIRECT|HUD_IMPORTANT
02:58:05.480| 	 assist by Alec                 weapon: 'CarPart_Gun_CannonMinigun_legend', 46.23 sec ago, damage: 364.84 DMG_DIRECT|HUD_IMPORTANT
02:58:05.480| 	 assist by Alec                 weapon: 'CarPart_ChassisBase2', 23.93 sec ago, damage: 10.39 DMG_COLLISION|CONTACT
02:58:05.480| 	 assist by Alec                 weapon: 'Cabin_CyberEast_Cab2', 14.80 sec ago, damage: 20.97 DMG_COLLISION|HUD_IMPORTANT|CONTACT
02:58:05.480| 	 assist by James                weapon: 'CarPart_Gun_BigCannon_EX_rare', 6.35 sec ago, damage: 831.95 DMG_DIRECT|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:58:05.480| 	 assist by _ZeRon_              weapon: 'CarPart_Gun_Shotgun_rare', 0.00 sec ago, damage: 645.67 DMG_DIRECT|HUD_IMPORTANT
02:58:05.480| 	 assist by _ZeRon_              weapon: 'CarPart_Structure_CyberEast_NoseCut_01', 2.17 sec ago, damage: 88.40 DMG_COLLISION|HUD_IMPORTANT|CONTACT
02:58:05.480| 	 assist by roywee               weapon: 'CarPart_Gun_Catapult', 0.17 sec ago, damage: 149.60 DMG_FLAME|CONTINUOUS|HUD_IMPORTANT
02:58:05.480| 	 assist by vikuwaroff09         weapon: 'CarPart_kamikazeDroneDeployer', 0.68 sec ago, damage: 469.34 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:58:05.480| Score:		player: 23,		nick:                Alec,		Got:   1,		reason: PART_DETACH
02:58:05.480| Score:		player: 23,		nick:                Alec,		Got:   3,		reason: PART_DETACH
02:58:05.480| Score:		player: 19,		nick:               James,		Got:   2,		reason: PART_DETACH
02:58:05.481| Score:		player:  0,		nick:             _ZeRon_,		Got:  12,		reason: PART_DETACH
02:58:05.481| Score:		player:  7,		nick:        vikuwaroff09,		Got:  12,		reason: PART_DETACH
02:58:05.481| Score:		player: 23,		nick:                Alec,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player: 23,		nick:                Alec,		Got:   4,		reason: PART_DETACH
02:58:05.481| Score:		player: 19,		nick:               James,		Got:   4,		reason: PART_DETACH
02:58:05.481| Score:		player:  7,		nick:        vikuwaroff09,		Got:   9,		reason: PART_DETACH
02:58:05.481| Score:		player: 23,		nick:                Alec,		Got:   2,		reason: PART_DETACH
02:58:05.481| Score:		player:  7,		nick:        vikuwaroff09,		Got:   6,		reason: PART_DETACH
02:58:05.481| Score:		player: 23,		nick:                Alec,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player: 19,		nick:               James,		Got:   2,		reason: PART_DETACH
02:58:05.481| Score:		player:  7,		nick:        vikuwaroff09,		Got:   5,		reason: PART_DETACH
02:58:05.481| Score:		player: 23,		nick:                Alec,		Got:   2,		reason: PART_DETACH
02:58:05.481| Score:		player:  7,		nick:        vikuwaroff09,		Got:   6,		reason: PART_DETACH
02:58:05.481| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player: 23,		nick:                Alec,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
02:58:05.481| Score:		player:  1,		nick:              roywee,		Got:   1,		reason: PART_DETACH
